date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:07	112648/112648	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba67125-1b808%22	https://colorlib.com/preview/theme/dentacare/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/ionicons/fonts/ionicons580c.ttf	(from https://colorlib.com/preview/theme/dentacare/css/ionicons.min.css)
15:03:07	6178/6178	---M--	200	added ('OK')	application/octet-stream	etag:%225ba670fe-1822%22	https://colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.eot	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.eot	(from https://colorlib.com/preview/theme/dentacare/css/flaticon.css)
15:03:08	6178/6178	---M--	200	added ('OK')	application/octet-stream	etag:%225ba670fe-1822%22	https://colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.eot?	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticond41d.eot	(from https://colorlib.com/preview/theme/dentacare/css/flaticon.css)
15:03:08	313199/313199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba67128-4c76f%22	https://colorlib.com/preview/theme/dentacare/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/ionicons/fonts/ionicons580c.svg	(from https://colorlib.com/preview/theme/dentacare/css/ionicons.min.css)
15:03:08	4248/4248	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba67105-1098%22	https://colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.woff	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.woff	(from https://colorlib.com/preview/theme/dentacare/css/flaticon.css)
15:03:08	6000/6000	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba67102-1770%22	https://colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.ttf	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.ttf	(from https://colorlib.com/preview/theme/dentacare/css/flaticon.css)
15:03:08	31856/31856	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba67103-7c70%22	https://colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.svg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/flaticon/font/Flaticon.svg	(from https://colorlib.com/preview/theme/dentacare/css/flaticon.css)
15:03:10	307168/307168	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ba670ce-4afe0%22	https://colorlib.com/preview/theme/dentacare/fonts/icomoon/icomoon.ttf?6tt51o	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/icomoon/icomoonccfb.ttf	(from https://colorlib.com/preview/theme/dentacare/css/icomoon.css)
15:03:10	307244/307244	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ba670d3-4b02c%22	https://colorlib.com/preview/theme/dentacare/fonts/icomoon/icomoon.woff?6tt51o	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/icomoon/icomoonccfb.woff	(from https://colorlib.com/preview/theme/dentacare/css/icomoon.css)
15:03:11	307332/307332	---M--	200	added ('OK')	application/octet-stream	etag:%225ba670d7-4b084%22	https://colorlib.com/preview/theme/dentacare/fonts/icomoon/icomoon.eot?6tt51o	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/icomoon/icomoonccfb.eot	(from https://colorlib.com/preview/theme/dentacare/css/icomoon.css)
15:03:11	315319/315319	---M--	200	added ('OK')	image/jpeg	etag:%225ba67069-52773%22	https://colorlib.com/preview/theme/dentacare/images/about.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/about.jpg	(from https://colorlib.com/preview/theme/dentacare/about.html)
15:03:11	935341/935341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ba670c8-e45ad%22	https://colorlib.com/preview/theme/dentacare/fonts/icomoon/icomoon.svg?6tt51o	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/fonts/icomoon/icomoonccfb.svg	(from https://colorlib.com/preview/theme/dentacare/css/icomoon.css)
15:03:11	25350/25350	---M--	200	added ('OK')	image/jpeg	etag:%225ba6707f-6306%22	https://colorlib.com/preview/theme/dentacare/images/person_4.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/person_4.jpg	(from https://colorlib.com/preview/theme/dentacare/doctors.html)
15:03:12	47354/47354	---M--	200	added ('OK')	image/jpeg	etag:%225ba67079-b8fa%22	https://colorlib.com/preview/theme/dentacare/images/image_4.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/image_4.jpg	(from https://colorlib.com/preview/theme/dentacare/blog.html)
15:03:12	62264/62264	---M--	200	added ('OK')	image/jpeg	etag:%225ba6707a-f338%22	https://colorlib.com/preview/theme/dentacare/images/image_5.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/image_5.jpg	(from https://colorlib.com/preview/theme/dentacare/blog.html)
15:03:13	28480/28480	---M--	200	added ('OK')	image/jpeg	etag:%225ba6707b-6f40%22	https://colorlib.com/preview/theme/dentacare/images/image_6.jpg	E:/fpoly/theme/theme2/colorlib.com/preview/theme/dentacare/images/image_6.jpg	(from https://colorlib.com/preview/theme/dentacare/blog.html)
